Space Name,Space Key,Work Item ID,Parent,Work Type,Summary,Description,Assignee,Planned Owner,Priority,Component,Sprint,Start Date,Deadline,Due Date,Original Estimate,Fix Version,Status,Labels,Labels,Labels,Labels
Medical Ontology Retrieval,MOR,6010,6000,Task,Implement Streamlit demo shell and result views,"GOAL
Provide a reliable thin UI over the shared pipeline without duplicating application logic.

SCOPE
- Import run_pipeline from package.
- Accept clinical text.
- Display entities, assertions, candidates, diagnostics, and final JSON.
- Expose configuration status and clear errors.

ACCEPTANCE CRITERIA
- app.py contains UI only.
- Local Dev Container demo runs.
- Same pipeline is used by CLI and Streamlit.

EXPECTED EVIDENCE
- app.py

DEPENDENCIES
- 6007
- 6008

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Lương Minh Quân,P1,demo,Sprint 4 - Hardening and Demo,2026-07-23 12:00,2026-07-25 20:00,2026-07-25,21600,v0.3-rc,Backlog,component-demo,priority-p1,streamlit,
Medical Ontology Retrieval,MOR,6011,6000,Task,Complete Colab Ollama and Streamlit runtime notebook,"GOAL
Allow weak machines to clone any branch, install the project, pull fixed models, and expose Streamlit through Cloudflare.

SCOPE
- Clone chosen repository branch.
- Install package and Colab dependencies.
- Install/start Ollama.
- Pull fixed models only if missing.
- Run Streamlit from repository root.
- Expose port 8501 with cloudflared.

ACCEPTANCE CRITERIA
- Notebook works in a fresh Colab runtime.
- Branch selection is configurable.
- No project source files are generated inside notebook cells.

EXPECTED EVIDENCE
- notebooks/colab_ollama_streamlit.ipynb

DEPENDENCIES
- 6010

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Lương Minh Quân; Khang,P1,demo,Sprint 4 - Hardening and Demo,2026-07-24 08:00,2026-07-25 22:00,2026-07-25,18000,v0.3-rc,Backlog,component-demo,priority-p1,colab,ollama
Medical Ontology Retrieval,MOR,6012,6000,Task,Implement batch packaging for competition output,"GOAL
Create the required output directory and zip package deterministically.

SCOPE
- Process numbered input files.
- Write matching JSON filenames.
- Validate every file before zipping.
- Reject missing/extra filenames.

ACCEPTANCE CRITERIA
- output.zip has correct internal structure.
- Packaging is reproducible.
- Validation summary is written.

EXPECTED EVIDENCE
- scripts/package_output.py

DEPENDENCIES
- 6007
- 7007

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Lương Minh Quân,P0,pipeline,Sprint 4 - Hardening and Demo,2026-07-25 08:00,2026-07-26 20:00,2026-07-26,14400,v0.3-rc,Backlog,component-pipeline,priority-p0,submission,
Medical Ontology Retrieval,MOR,6013,6000,Task,Produce and approve release candidate,"GOAL
Create a stable candidate containing all required core functionality and known limitations.

SCOPE
- Build indexes from frozen data.
- Run fast, integration, retrieval, and E2E suites.
- Run Streamlit and batch packaging.
- Record configuration and artifact versions.

ACCEPTANCE CRITERIA
- No P0 bug remains.
- P1 bugs are fixed or explicitly waived by Tech Lead.
- RC tag/commit is recorded.

EXPECTED EVIDENCE
- release/v0.3-rc checklist and Jira release

DEPENDENCIES
- 6012
- 7008
- 5007

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Khang; Lương Minh Quân; Võ Huỳnh Quốc Thái; Nguyễn Hoàng Thái; Dương Huệ Mẫn,P0,pipeline,Sprint 5 - Release Candidate,2026-07-26 20:00,2026-07-27 23:00,2026-07-27,36000,v0.3-rc,Backlog,component-pipeline,priority-p0,release-candidate,
Medical Ontology Retrieval,MOR,6014,6000,Task,Freeze code and submission runtime,"GOAL
Stop feature work and approve the final code/runtime package.

SCOPE
- Fix only release-blocking defects.
- Run full final checklist.
- Record model, data, config, and commit versions.
- Protect submission tag.

ACCEPTANCE CRITERIA
- Final code is tagged.
- Output package passes final validation.
- No uncommitted or undocumented change remains.

EXPECTED EVIDENCE
- docs/21_release_submission_checklist.md and Git tag

DEPENDENCIES
- 6013
- 7009

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Khang,P0,pipeline,Sprint 5 - Release Candidate,2026-07-28 08:00,2026-07-28 23:00,2026-07-28,21600,v0.3-rc,Backlog,component-pipeline,priority-p0,freeze,
Medical Ontology Retrieval,MOR,7000,,Epic,"QA, Testing, and Evaluation","GOAL
Create the test assets, automated checks, evaluation datasets, metrics, regression suite, and release gate.

SCOPE
- Coordinate all tasks and deliverables in this workstream.

ACCEPTANCE CRITERIA
- All child work items meet their Definition of Done.
- Epic outcome is integrated into the release candidate.

EXPECTED EVIDENCE
- Jira epic QA, Testing, and Evaluation

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Nguyễn Hoàng Thái,P0,qa,Sprint 5 - Release Candidate,2026-07-12 09:00,2026-07-28 22:00,2026-07-28,0,v0.3-rc,Backlog,component-qa,priority-p0,epic,
Medical Ontology Retrieval,MOR,7001,7000,Task,Finalize QA strategy and test architecture,"GOAL
Define what QA creates, how tests are organized, and which gates block a merge or release.

SCOPE
- Define unit, integration, E2E, Ollama, retrieval, and manual demo testing.
- Define pytest markers and fixture policy.
- Define defect severity and triage.

ACCEPTANCE CRITERIA
- QA plan is linked from README.
- Test ownership is clear.
- CI and pre-push scopes are agreed.

EXPECTED EVIDENCE
- docs/09_testing_and_qa.md

DEPENDENCIES
- 1013

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Nguyễn Hoàng Thái; Khang,P0,qa,Sprint 1 - Data and Extraction MVP,2026-07-13 08:00,2026-07-15 12:00,2026-07-15,14400,v0.1-mvp,Backlog,component-qa,priority-p0,qa-plan,
Medical Ontology Retrieval,MOR,7002,7000,Task,Create QA fixture structure and unit tests for deterministic utilities,"GOAL
Create team-owned tests for normalization, loaders, schema, offsets, ranking primitives, and formatters.

SCOPE
- Write isolated fixtures.
- Use plain pytest assertions and parametrization.
- Avoid Ollama in fast tests.
- Cover invalid inputs and boundary cases.

ACCEPTANCE CRITERIA
- Fast tests are deterministic.
- Tests fail when expected behavior is intentionally broken.
- CI discovers and runs them.

EXPECTED EVIDENCE
- tests/unit/ and tests/fixtures/

DEPENDENCIES
- 7001
- 6001
- 6002

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Nguyễn Hoàng Thái,P0,qa,Sprint 2 - Retrieval Baselines,2026-07-15 12:00,2026-07-18 20:00,2026-07-18,28800,v0.2-core,Backlog,component-qa,priority-p0,unit-tests,
Medical Ontology Retrieval,MOR,7003,7000,Task,Create curated mapping query evaluation set,"GOAL
Evaluate mapper quality with independently reviewed easy, ambiguous, abbreviation, dose, spelling, and hard-negative queries.

SCOPE
- Generate smoke cases automatically from aliases only as a supplement.
- Curate meaningful cases manually.
- Separate ICD and RxNorm.
- Record expected code and rationale.

ACCEPTANCE CRITERIA
- Expected codes are independently verified.
- No query is derived from the exact same alias without being labeled as smoke.
- Coverage includes hard negatives and ambiguity.

EXPECTED EVIDENCE
- data/eval/mapping_queries.jsonl

DEPENDENCIES
- 2012
- 7001

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Nguyễn Hoàng Thái; Dương Huệ Mẫn,P0,qa,Sprint 2 - Retrieval Baselines,2026-07-17 08:00,2026-07-20 16:00,2026-07-20,21600,v0.2-core,Backlog,component-qa,priority-p0,evaluation-data,
Medical Ontology Retrieval,MOR,7004,7000,Task,Implement retrieval metrics and evaluation runner tests,"GOAL
Measure Recall@k, MRR, and latency consistently across retrieval implementations.

SCOPE
- Define metric edge cases.
- Validate metric functions on hand-computed examples.
- Record config/data version with every run.

ACCEPTANCE CRITERIA
- Metrics pass hand-calculated tests.
- Runner produces stable CSV output.
- Empty/missing predictions are handled.

EXPECTED EVIDENCE
- src/medical_ontology/evaluation/metrics.py and retrieval_eval.py; tests/unit/test_metrics.py

DEPENDENCIES
- 7001
- 7003

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Nguyễn Hoàng Thái; Võ Huỳnh Quốc Thái,P0,qa,Sprint 3 - Core Integration,2026-07-19 08:00,2026-07-21 12:00,2026-07-21,18000,v0.2-core,Backlog,component-qa,priority-p0,metrics,
Medical Ontology Retrieval,MOR,7005,7000,Task,Create clinical snippets and exact-span ground truth,"GOAL
Build an internal end-to-end evaluation set independent from model output.

SCOPE
- Create easy and hard Vietnamese clinical snippets.
- Annotate exact text, position, label, assertions, and candidates.
- Include negation, family, history, abbreviations, repeated mentions, labs, and hard negatives.
- Double-review critical cases.

ACCEPTANCE CRITERIA
- Ground truth validates against schema.
- At least 30 snippets exist, with at least 20 fully reviewed.
- Disagreements are recorded and resolved.

EXPECTED EVIDENCE
- data/eval/clinical_snippets.jsonl and ground_truth.jsonl

DEPENDENCIES
- 3001
- 7001
- 2007
- 2011

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Nguyễn Hoàng Thái; Dương Huệ Mẫn,P0,qa,Sprint 3 - Core Integration,2026-07-17 08:00,2026-07-22 18:00,2026-07-22,36000,v0.2-core,Backlog,component-qa,priority-p0,ground-truth,
Medical Ontology Retrieval,MOR,7006,7000,Task,Create integration and end-to-end automated tests,"GOAL
Test module boundaries and final schema behavior without relying on production data or external models in fast CI.

SCOPE
- Build small in-memory alias fixtures.
- Test extraction merge, mapping routing, validation, and formatter integration.
- Mark Ollama-dependent tests separately.

ACCEPTANCE CRITERIA
- Fast integration tests run in CI.
- Ollama tests can be selected manually.
- Failure messages identify the broken stage.

EXPECTED EVIDENCE
- tests/integration/ and tests/e2e/

DEPENDENCIES
- 7002
- 6008

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Nguyễn Hoàng Thái,P0,qa,Sprint 4 - Hardening and Demo,2026-07-21 08:00,2026-07-24 18:00,2026-07-24,28800,v0.3-rc,Backlog,component-qa,priority-p0,integration-tests,
Medical Ontology Retrieval,MOR,7007,7000,Task,Implement final output validator and submission checks,"GOAL
Block invalid schema, spans, candidates, filenames, and archive structure.

SCOPE
- Validate raw_text slice equality.
- Validate allowed fields and types.
- Validate candidate ontology membership.
- Validate numbered output files and zip contents.

ACCEPTANCE CRITERIA
- Invalid output cannot be packaged silently.
- Validation report lists every file/error.
- Known competition examples pass.

EXPECTED EVIDENCE
- src/medical_ontology/validation/output_validator.py and tests/

DEPENDENCIES
- 6007
- 7005

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Nguyễn Hoàng Thái; Lương Minh Quân,P0,qa,Sprint 4 - Hardening and Demo,2026-07-23 08:00,2026-07-25 18:00,2026-07-25,21600,v0.3-rc,Backlog,component-qa,priority-p0,validation,
Medical Ontology Retrieval,MOR,7008,7000,Task,Run full regression and error-analysis cycle,"GOAL
Turn observed failures into assigned, reproducible fixes before release candidate.

SCOPE
- Run retrieval and E2E evaluation.
- Classify extraction, label, assertion, span, mapping, data, schema, and runtime errors.
- Create Jira bugs with evidence and owner.
- Add regression cases for fixed defects.

ACCEPTANCE CRITERIA
- Every P0/P1 failure has a Jira bug or approved waiver.
- Error analysis is current.
- Fixed defects have regression tests.

EXPECTED EVIDENCE
- experiments/error_analysis.md and Jira bugs

DEPENDENCIES
- 7004
- 7005
- 7006
- 7007

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Nguyễn Hoàng Thái; Dương Huệ Mẫn; Khang,P0,qa,Sprint 4 - Hardening and Demo,2026-07-24 08:00,2026-07-26 22:00,2026-07-26,32400,v0.3-rc,Backlog,component-qa,priority-p0,regression,
Medical Ontology Retrieval,MOR,7009,7000,Task,Perform final release and submission QA,"GOAL
Approve the exact code, artifacts, demo, and output package for freeze.

SCOPE
- Run final tests and validators from a clean environment.
- Rebuild artifacts from frozen data/config.
- Verify Streamlit and Colab paths.
- Verify output archive and release checklist.

ACCEPTANCE CRITERIA
- All mandatory checks pass.
- No P0/P1 release blocker remains.
- QA approval is recorded in Jira.

EXPECTED EVIDENCE
- docs/21_release_submission_checklist.md

DEPENDENCIES
- 6013
- 7008

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Nguyễn Hoàng Thái; Khang,P0,qa,Sprint 5 - Release Candidate,2026-07-27 08:00,2026-07-28 22:00,2026-07-28,28800,v0.3-rc,Backlog,component-qa,priority-p0,release-qa,
Medical Ontology Retrieval,MOR,8000,,Epic,"Report, Slides, Video, and Submission","GOAL
Produce evidence-based final deliverables from frozen code, data, experiments, and demo.

SCOPE
- Coordinate all tasks and deliverables in this workstream.

ACCEPTANCE CRITERIA
- All child work items meet their Definition of Done.
- Epic outcome is integrated into the release candidate.

EXPECTED EVIDENCE
- Jira epic Report, Slides, Video, and Submission

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Khang,P0,docs,Sprint 6 - Final Deliverables,2026-07-12 09:00,2026-08-02 23:00,2026-08-02,0,v1.0-submission,Backlog,component-docs,priority-p0,epic,
Medical Ontology Retrieval,MOR,8001,8000,Task,"Maintain report skeleton, source registry, and experiment manifest","GOAL
Capture sources, decisions, metrics, limitations, and figure/table inputs during implementation instead of reconstructing them at the end.

SCOPE
- Register sources before use.
- Record experiment config and data version.
- Keep report section placeholders and evidence links current.

ACCEPTANCE CRITERIA
- Every report claim has a source or experiment evidence.
- No final result depends on an undocumented run.

EXPECTED EVIDENCE
- references/ and reports/latex/

DEPENDENCIES
- 1001

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Khang; Dương Huệ Mẫn; Võ Huỳnh Quốc Thái; Nguyễn Hoàng Thái; Lương Minh Quân,P1,docs,Sprint 5 - Release Candidate,2026-07-13 08:00,2026-07-28 20:00,2026-07-28,28800,v0.3-rc,Backlog,component-docs,priority-p1,reporting,
Medical Ontology Retrieval,MOR,8002,8000,Task,"Write problem, data, and methodology sections","GOAL
Document the task, data provenance, architecture, extraction, retrieval, HNSW, validation, and implementation constraints accurately.

SCOPE
- Use frozen source registry and architecture docs.
- Assign section owners by technical ownership.
- Use BibTeX citations.

ACCEPTANCE CRITERIA
- Sections compile in LaTeX.
- Technical descriptions match code.
- Data sources and versions are explicit.

EXPECTED EVIDENCE
- reports/latex/sections/02_problem.tex through 04_method.tex

DEPENDENCIES
- 6014
- 8001

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Khang; Dương Huệ Mẫn; Võ Huỳnh Quốc Thái; Lương Minh Quân,P0,docs,Sprint 6 - Final Deliverables,2026-07-29 08:00,2026-07-30 22:00,2026-07-30,64800,v1.0-submission,Backlog,component-docs,priority-p0,latex,
Medical Ontology Retrieval,MOR,8003,8000,Task,"Write experiments, results, limitations, and conclusion","GOAL
Report reproducible evaluation, ablation, HNSW comparison, failures, and limitations without overstating results.

SCOPE
- Use frozen CSV outputs.
- Include retrieval, extraction, assertion, and E2E metrics.
- Explain exact versus HNSW trade-offs.
- List limitations and future work.

ACCEPTANCE CRITERIA
- All numbers match committed experiment files.
- No unsupported claim remains.
- Limitations are candid.

EXPECTED EVIDENCE
- reports/latex/sections/05_experiments.tex through 08_conclusion.tex

DEPENDENCIES
- 8002
- 7009

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Khang; Võ Huỳnh Quốc Thái; Nguyễn Hoàng Thái,P0,docs,Sprint 6 - Final Deliverables,2026-07-30 08:00,2026-07-31 22:00,2026-07-31,50400,v1.0-submission,Backlog,component-docs,priority-p0,latex,
Medical Ontology Retrieval,MOR,8004,8000,Task,"Create final figures, tables, and architecture diagrams","GOAL
Create report- and slide-ready visuals from frozen evidence.

SCOPE
- Create system workflow, data flow, retrieval flow, HNSW, metrics, latency, and ablation visuals.
- Store editable source where applicable.
- Use consistent labels.

ACCEPTANCE CRITERIA
- Figures are legible and referenced.
- Tables are generated from final data or checked manually.
- No contradictory metrics.

EXPECTED EVIDENCE
- reports/latex/figures/ and reports/latex/tables/

DEPENDENCIES
- 7009

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Khang; Võ Huỳnh Quốc Thái; Nguyễn Hoàng Thái,P1,docs,Sprint 6 - Final Deliverables,2026-07-29 12:00,2026-07-31 18:00,2026-07-31,36000,v1.0-submission,Backlog,component-docs,priority-p1,figures,
Medical Ontology Retrieval,MOR,8005,8000,Task,Build final presentation deck,"GOAL
Create a concise deck covering problem, method, implementation depth, experiments, demo, and limitations.

SCOPE
- Use the agreed outline.
- Keep terminology consistent with report.
- Include contribution/role slide.
- Rehearse timing.

ACCEPTANCE CRITERIA
- Deck is complete and reviewed.
- Every figure is readable.
- No unsupported claim.

EXPECTED EVIDENCE
- slides/pptx/final_presentation.pptx and slides/exports/

DEPENDENCIES
- 8003
- 8004

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Khang; all reviewers,P0,docs,Sprint 6 - Final Deliverables,2026-07-31 08:00,2026-08-01 20:00,2026-08-01,36000,v1.0-submission,Backlog,component-docs,priority-p0,slides,
Medical Ontology Retrieval,MOR,8006,8000,Task,Write and rehearse demo video script,"GOAL
Define a repeatable demo showing setup, input, extracted entities, candidates, JSON, and limitations.

SCOPE
- Choose stable demo cases.
- Define narration and screen sequence.
- Prepare fallback recording plan.

ACCEPTANCE CRITERIA
- Script fits target duration.
- All demo cases are in committed examples.
- Fallback assets are ready.

EXPECTED EVIDENCE
- videos/script.md and videos/demo_checklist.md

DEPENDENCIES
- 6014
- 7009

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Khang; Lương Minh Quân; Nguyễn Hoàng Thái,P1,demo,Sprint 6 - Final Deliverables,2026-07-30 08:00,2026-07-31 18:00,2026-07-31,18000,v1.0-submission,Backlog,component-demo,priority-p1,video,
Medical Ontology Retrieval,MOR,8007,8000,Task,Record and edit final demo video,"GOAL
Produce a clear final video from the frozen application.

SCOPE
- Record stable local or Colab demo.
- Show architecture and outputs.
- Edit audio, cuts, captions, and ending.

ACCEPTANCE CRITERIA
- Final video plays correctly.
- No secrets or personal data appear.
- Content matches frozen release.

EXPECTED EVIDENCE
- videos/final/

DEPENDENCIES
- 8006

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Khang; Lương Minh Quân,P0,demo,Sprint 6 - Final Deliverables,2026-08-01 08:00,2026-08-02 16:00,2026-08-02,28800,v1.0-submission,Backlog,component-demo,priority-p0,video,
Medical Ontology Retrieval,MOR,8008,8000,Task,Perform final documentation and repository audit,"GOAL
Ensure a reviewer can reproduce, understand, and evaluate the project from the repository.

SCOPE
- Check README commands and links.
- Check setup, data notices, licenses, source registry, report references, and release notes.
- Remove temporary/generated files.

ACCEPTANCE CRITERIA
- All links work.
- No secret or large prohibited artifact is committed.
- Clean-clone instructions are verified.

EXPECTED EVIDENCE
- README.md, docs/, references/, CHANGELOG.md

DEPENDENCIES
- 8003
- 6014

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Khang; Nguyễn Hoàng Thái,P0,docs,Sprint 6 - Final Deliverables,2026-08-01 12:00,2026-08-02 18:00,2026-08-02,21600,v1.0-submission,Backlog,component-docs,priority-p0,documentation,
Medical Ontology Retrieval,MOR,8009,8000,Task,Create final release and submission package,"GOAL
Deliver all required artifacts before the internal deadline.

SCOPE
- Create GitHub release/tag.
- Attach or link report, slides, video, and approved output package as permitted.
- Verify final checklist and backups.

ACCEPTANCE CRITERIA
- All deliverables exist and open.
- Submission evidence is saved.
- Team receives final links.

EXPECTED EVIDENCE
- GitHub Release v1.0-submission and submission evidence

DEPENDENCIES
- 8005
- 8007
- 8008

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Khang,P0,docs,Sprint 6 - Final Deliverables,2026-08-02 18:00,2026-08-02 23:00,2026-08-02,14400,v1.0-submission,Backlog,component-docs,priority-p0,submission,
